-8.090697548430574670e+01,-1.189715361912375897e+02,3.885401618413970226e+01,2.870000000000000107e+00
-1.432687203475072693e+02,1.094531763054199445e+02,3.673627771672304476e+01,2.870000000000000107e+00
8.493001847421318473e+01,1.729695992096032455e+02,3.770134639205068794e+01,2.870000000000000107e+00
1.512116566699516227e+02,-5.453035496575387242e+01,3.831903408758521579e+01,2.870000000000000107e+00
8.408788831688239895e+01,1.731068628521383630e+02,3.662411671818829717e+01,8.939999999999999503e+00
1.510131962624769528e+02,-5.376788134907331340e+01,3.849363185763704109e+01,8.939999999999999503e+00
-1.425466271839593446e+02,1.109994276271165319e+02,3.767499908771655015e+01,8.939999999999999503e+00
-8.046320112808177782e+01,-1.186153703609459740e+02,3.913750351228482316e+01,8.939999999999999503e+00
-1.425124091134605351e+02,1.098960436987811420e+02,3.744865095567998736e+01,1.474000000000000021e+01
1.504208221293044119e+02,-5.362784252328096102e+01,3.815860602852895767e+01,1.474000000000000021e+01
-8.092323291251281603e+01,-1.182849753806174675e+02,3.859302846617593019e+01,1.474000000000000021e+01
8.329495494874666406e+01,1.729329316375641667e+02,3.756258236482253210e+01,1.474000000000000021e+01
1.498544113235939506e+02,-5.372045163494789222e+01,3.811910098261633806e+01,2.083749999999999858e+01
-1.426924361152146901e+02,1.100249186928574971e+02,3.646353234395767373e+01,2.083749999999999858e+01
8.388864800184452974e+01,1.718640256583000223e+02,3.683794619880234933e+01,2.083749999999999858e+01
-8.143169712632378321e+01,-1.173480812587902165e+02,3.842077621843115054e+01,2.083749999999999858e+01
-1.430769845372166742e+02,1.104864597139882676e+02,3.613621612104719105e+01,2.719249999999999901e+01
-7.939393935139781888e+01,-1.179056741828535309e+02,3.894675240009893713e+01,2.719249999999999901e+01
1.519183393213955355e+02,-5.419468027561603662e+01,3.779149341873343104e+01,2.719249999999999901e+01
8.467511940387606728e+01,1.719645290421429991e+02,3.757857970015874116e+01,2.719249999999999901e+01
